,SMILES,Unit,sol_final
15218,CCN1C(=O)/C(=C/N2CCC3=CC=CC=C3C2)/SC1=S,ug/mL,0.0003
15219,CC1=C(C(=CC=C1)C(=O)OCC(=O)/C(=C(\C)/N)/C#N)O,ug/mL,0.0015
15220,CC(=O)N/C(=C\C1=CC=CC=C1)/C(=O)OCC(=O)C2=C(N(C(=O)N(C2=O)C)C)N,ug/mL,0.0182
15221,CCC/C(=N/NC(=O)C1=CC=CC=C1Cl)/C2=CC=CC=C2,ug/mL,0.0021
15222,C1=CC(=CC=C1N2C(=O)/C(=C/C3=CSC=C3)/C(=O)NC2=O)F,ug/mL,0.0474
15223,C1C/C(=C(\C(=O)NC2=CC=CC=C2)/[N+](=O)[O-])/NC1,ug/mL,0.0296
15224,CC/C(=N/NC(=O)CNC(=O)C1=C(C=C(C=C1)Cl)Cl)/CC2=CC=CC=C2,ug/mL,0.0353
15225,C1C=CC2C1/C(=N\NC(=O)C3=CC=CS3)/C2,ug/mL,0.0325
15226,CC1CC2=C(O1)C=CC(=C2)/C=C/3\C(=O)NC(=S)S3,ug/mL,0.0093
15227,COC1=C(C=C\2C(=C1)CCN/C2=C\C(=O)C3=CC=C(C=C3)F)OC,ug/mL,0.0257
15228,CC1CN(CC(O1)C)C(=O)/C(=C/C2=CC=CO2)/NC(=O)C3=CC(=C(C=C3)C)C,ug/mL,0.0574
15229,CC\1CCC(C(=O)/C1=C/C2=CC=C(C=C2)N)C(C)C,ug/mL,0.0033
15230,CC1(CC2CC(C1)(CN2/C=C\3/CCCCC3=O)C)C,ug/mL,0.0226
15231,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(/C=C(/C1)\C)CC=C)O)C)/C(=C/C4CCC(C(C4)OC)O)/C)O)C)OC)OC,mg/L,0.0018
15232,CC1=C(C=C(C=C1)C(=O)N/C(=C\C2=CC=CO2)/C(=O)N3CCOCC3)C,ug/mL,0.0532
15233,CSCCCC/C(=N/OS(=O)(=O)O)/S[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,mg/L,0.0049
15234,C1CN(CC2=CC=CC=C21)C3=NC(=O)/C(=C/C4=CC=C(C=C4)O)/S3,ug/mL,0.0034
15235,COC1=CC2=C(C=C1)/C(=N\OC(=O)C3=CC=CC=C3OC)/CCC2,ug/mL,0.0026
15236,CC\1=NOC(=O)/C1=C\C2=CC=C(O2)C3=CC(=C(C=C3)Cl)C(=O)O,ug/mL,0.0498
15237,CC1(CC/C(=C\C2=CC=C(C=C2)Cl)/C1(CN3C=NC=N3)O)C,mg/L,0.0093
15238,CC\1=NN(C(=O)/C1=C/C2=CN(C3=CC=CC=C32)C)C4=CC=CC=C4,ug/mL,0.0002
15239,C1=CC=C(C=C1)C2=C3C(=NN=C2C4=CC=CC=C4)NN=C3NC(=O)NC5=CC=CC=C5,ug/mL,0.0072
15240,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)OC(=O)C)CCC4=C/C(=N/O)/CC[C@H]34,mg/L,0.0036
15241,C1CO[C@H]2[C@@H]1[C@H](NC3=C2C=C(C=C3)Br)C4=CC=CS4,ug/mL,0.0014
15242,CC1=CC=CC=C1N2C(=NNC2=S)[C@@H]3C[C@H]3C4=CC=CC=C4,ug/mL,0.0329
15243,C1[C@H]([C@@H]1C2=NNC(=S)N2C3=CC=CC=C3Cl)C4=CC=CC=C4,ug/mL,0.0451
15244,CC(C)[C@@H](C(=O)O)NC1=NC=NC2=C1OC3=CC=CC=C32,ug/mL,0.0428
15245,C[C@@]12CC[C@@H](C1(C)C)C[C@@H]2O,mg/L,0.738
15246,CC[C@]12CC[C@@H]3[C@H]([C@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,mg/L,0.0017
15247,C[C@]12CS(=O)(=O)C[C@H]1SC(=S)N2C3=CC=CC=C3,ug/mL,0.0449
15248,CCC1=CC(=O)OC2=C1C=CC(=C2C)OC(C)C(=O)N3CCC[C@@H]3C(=O)O,ug/mL,0.056
15249,COC1=C(C=C(C=C1)C(=O)N2C[C@H]3C[C@@H](C2)C4=CC=CC(=O)N4C3)OC,ug/mL,0.0532
15250,CC(C)(C)NC(=S)NNC(=O)[C@H]1C[C@@H]1C2=CC=CC=C2,ug/mL,0.0327
15251,C[C@H]1C(=O)N/C(=C/C2=CC=CC=C2Br)/C(=O)N1,ug/mL,0.0131
15252,C[C@H]1C(=O)N/C(=C/C2=CC=CC=C2Cl)/C(=O)N1,ug/mL,0.0128
15253,CS(=O)CCCC/C(=N/OS(=O)(=O)O)/S[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,mg/L,0.006
15254,C[C@@](/C=C/[C@H]1CC=CC(=O)O1)([C@@H](C[C@H](/C=C/C=C/C=C/CO)O)OP(=O)(O)O)O,mg/mL,300.0
15255,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O)O)O)O)O)O)O)O,mg/mL,1000.0
15256,C[C@@H]([C@@H](C1=C(C=CC(=C1)OC)OC)O)NC(C)(C)C.Cl,ug/mL,0.0456
15257,C1CN(CCN1CCC(=O)C2=CC=C(C=C2)Br)C3=CC=CC=C3F.Cl,ug/mL,0.0423
15258,CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4.Br,ug/mL,0.0576
15259,CC(C(C1=CC=C(C=C1)O)O)NCCC2=CC=C(C=C2)O.Cl,ug/mL,0.0486
15260,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13.Cl,ug/mL,0.045
15261,C1CC[C@H]([C@@H](C1)N2CCC(CC2)C3=CC=CC=C3)O.Cl,ug/mL,0.0444
15262,CCOC(=O)N1CCN(CC1)CCC(=O)C2=CC=C(C=C2)Cl.Cl,ug/mL,0.0487
15263,CN/C(=C/[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C.Cl,ug/mL,0.0524
15264,C1C(=NC(=O)N1/N=C/C2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-])[O-].[Na+],ug/mL,0.0184
15265,C1C(=O)NC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-],ug/mL,0.0357
15266,COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@H]4CCN3C[C@H]4C=C)O,mg/mL,0.1
15267,COC1=CC=C(C=C1)CNC2=CC(=C(C3=NON=C23)[N+](=O)[O-])NCCCO,ug/mL,0.0457
15268,C1=CC=C(C=C1)NC2=CC(=C(C3=NON=C23)[N+](=O)[O-])N,ug/mL,0.0005
15269,COC1=C(C=C(C=C1)C2/C(=C(\C3=CC=C(C=C3)F)/O)/C(=O)C(=O)N2CCCN4CCOCC4)OC,ug/mL,0.0727
15270,CC(CC1=CC=CC=C1)N2CC3=CC=CC=C3C2,ug/mL,0.0353
15271,CC1=CC(=CC(=C1)OCC2=CC=C(O2)C(=O)NC3CCOC3=O)C,ug/mL,0.0494
15272,C1CN(CC=C1C2=CNC3=CC=CC=C32)CC4=CC=CC=C4,ug/mL,0.0072
15273,C1=CC(=CC(=C1)Br)CNC(=O)CC2=CC=CS2,ug/mL,0.0465
15274,CC1=CC(=O)N=C2N1N(C3=CC=CC=C32)CC(=O)OC,ug/mL,0.0359
15275,CC(C(=O)O)N1C2=CC=CC=C2C3=C1C(=O)NN=C3,ug/mL,0.0372
15276,CC1CN(CC(O1)C)C2=NN=C(C=C2)Cl,ug/mL,0.0294
15277,CCCOC1=CC=C(C=C1)CNC(=O)CC2=CC=CS2,ug/mL,0.0199
15278,C1=CC=C(C=C1)CNC(=O)C2=NC=CN=C2CO,ug/mL,0.0365
15279,COC1=CC=C(C=C1)C2=CC(=NO2)C(=O)NC3CCCC3,ug/mL,0.0004
15280,C1CCN(C1)C(=O)C2=NOC(=C2)C3=CC(=CC=C3)O,ug/mL,0.0326
15281,COC1=CC=C(C=C1)C2=CC(=NO2)C(=O)N3CCCC3,ug/mL,0.0304
15282,COC(=O)C1=CC=CC=C1NC(=O)C2=NOC(=C2)C3=CC=CO3,ug/mL,0.0006
15283,C1CCC(C1)NC(=O)C2=NOC(=C2)C3=CC=C(C=C3)Cl,ug/mL,0.0003
15284,CC1=CC2=C(C=C1)N=C(C3=NN=CN23)NCC4=CC(=CC=C4)OC,ug/mL,0.0002
15285,CC1=CC(=CC=C1)N(C)S(=O)(=O)C2=C(ON=C2C)C,ug/mL,0.0371
15286,CN1C2=C(C=C(C=C2)S(=O)(=O)N(C)CC3=CC=CC=C3)N(C(=O)C1=O)C,ug/mL,0.0014
15287,CN1C(=CC2=C1C3=CC=CC=C3NC2=O)C(=O)NCC4=CC=C(C=C4)OC,ug/mL,0.0003
15288,CC(C)NC(=O)C1C2CCCCN2C(=O)C3=CC(=C(C=C13)OC)OC,ug/mL,0.052
15289,C1CCC2=NC3=C(C=CC(=C3)C(=O)N4CCCC4)C(=C2C1)SCC(=O)O,ug/mL,0.0486
15290,CC1=CC=C(C=C1)NC(=O)C2=CC(=NO2)C,ug/mL,0.0262
15291,CC1=NOC(=C1Cl)C(=O)NC2=CC=CC=C2C(=O)OC,ug/mL,0.0003
15292,CC1=NOC(=C1Cl)C(=O)NC2CCCCC2,ug/mL,0.0356
15293,COC1=CC(=CC(=C1)NC(=O)C(CC2=CC=CC=C2)N3C=CC=C3)OC,ug/mL,0.0163
15294,CC1=CC2=C(C=C1)N=C(S2)NC(=O)CC3C(=O)NC4=CC=CC=C4O3,ug/mL,0.0038
15295,CC1=CC=C(C=C1)CNC(=O)C(CC2=CC=CC=C2)N3C=CC=C3,ug/mL,0.0053
15296,CC(=O)NCCNC1=NC2=C(N=NN2C3=CC=CC=C31)C4=CC=CC=C4,ug/mL,0.0006
15297,CCCNC(=O)CN1C(=O)C2=C(S1)N=C(C=C2C)C,ug/mL,0.0419
15298,CC1=CC=C(C=C1)CNC(=O)CN2C=CC=C2,ug/mL,0.0342
15299,CCOC(=O)CN1C2=C(C=CC=N2)C(=O)N(C1=O)CC3=CC=C(C=C3)C,ug/mL,0.0014
15300,CCCN(CCC)C(=O)C1=CC2=C(S1)C3=C(C=CC(=C3)C)NC2=O,ug/mL,0.0004
15301,C1CSC2=C(N1CC3=CC=CC=C3)C=C(C=C2)C(=O)NCC4=CC=CO4,ug/mL,0.0129
15302,CS(=O)(=O)CC(=O)NC1=CC2=C(C=C1)N=C3CCCCCN3C2=O,ug/mL,0.0432
15303,CN1C2=CC=CC=C2C3=C1C(=O)N(N=C3)CC(=O)N4CCCCC4,ug/mL,0.0253
15304,COC(=O)CN1C=NC2=C(C1=O)C=NN2C3=CC=CC=C3,ug/mL,0.0394
15305,CNC(=O)CN1C(=O)C2=C(C=N1)C3=CC=CC=C3N2C,ug/mL,0.0405
15306,CCCOC1=CC=C(C=C1)CNC(=O)CN2C3=CC=CC=C3C=N2,ug/mL,0.0022
15307,CN(CC(=O)NC1CCCC1)S(=O)(=O)C2=CN=CN2,ug/mL,0.043
15308,CC(C)CCNC(=O)C1=CC2=C(S1)C3=CC=CC=C3S(=O)(=O)C2,ug/mL,0.0021
15309,CC1=CC=CC=C1C(=O)C2=CC=CN2CC(=O)NCCC3=CC=CC=C3,ug/mL,0.0097
15310,COC1=CC=CC(=C1)CSC2=NC3=C(N2)C=NC=C3,ug/mL,0.0407
15311,CCCCN(C)C(=O)C1=CC2=C(S1)C3=CC=CC=C3S(=O)(=O)C2,ug/mL,0.0524
15312,COCC(=O)NC1=CC2=C(C=C1)N=C3CCCCCN3C2=O,ug/mL,0.0417
15313,C=CCN1[C@H]2CS(=O)(=O)C[C@H]2NC1=S,ug/mL,0.0348
15314,CCOC(=O)COC1=CC=C(C=C1)C2CC(=NN2C3=CC=CC=C3)C,ug/mL,0.0123
15315,COC1=CC=CC=C1C2=CC(=NO2)C(=O)N3CCCC4=CC=CC=C43,ug/mL,0.0031
15316,CC1=CC(=C(C=C1)N2C=C(NC2=S)C3=CC(=C(C=C3)OC)OC)C,ug/mL,0.0168
15317,CC(C)N1C=NC2=C1C=CC(=C2)NCC3=CC=CC=C3O,ug/mL,0.032
15318,COC1=CC=CC(=C1)CN2CCC3=C(C2)C(=O)NC(=S)N3,ug/mL,0.0455
15319,C1=CN(N=C1)C2=NC(=CC(=N2)C(F)(F)F)C3=CC=C(C=C3)F,ug/mL,0.0136
15320,C=CCN(C1=CC=CC=C1)S(=O)(=O)C2=CC=CC3=C2N=CC=C3,ug/mL,0.0349
15321,CCCN1C=NC2=C1C=CC(=C2)NCC3=CC=CS3,ug/mL,0.0407
15322,C1CC1(C(=O)NCCC2=CC=CC=C2)S(=O)(=O)C3=CC=C(C=C3)Cl,ug/mL,0.0339
15323,CC1=CC=C(C=C1)S(=O)(=O)C2(CC2)C(=O)NC3=CC(=CC=C3)SC,ug/mL,0.0199
15324,CCC1=CC=C(C=C1)NC(=O)CCC2=NC3=CC=CC=C3N2,ug/mL,0.0007
15325,CC1=CC(=CC=C1)NS(=O)(=O)C2=C(ON=C2C)C,ug/mL,0.0399
15326,CCCNC1=NC2=CC=CC=C2N3C1=NN=C3C,ug/mL,0.0156
15327,CC1=C(C(=NO1)C)S(=O)(=O)N(C)C2=C(C=C(C=C2)OC)OC,ug/mL,0.049
15328,CCCCN(C)C(=O)C1=CC2=C(O1)N=C3C=C(C=CC3=C2)OC,ug/mL,0.0145
15329,C1CC(=O)N(C1)C2=CC=CC(=C2)C(=O)NCCC3=CC=CC=C3,ug/mL,0.0463
15330,CC1CCN(CC1)S(=O)(=O)C2=CN=CN2,ug/mL,0.0344
15331,CC1=NN(C(=C1)C(=O)NC2=CC=C(C=C2)OC)C3=CC=CC=C3,ug/mL,0.039
15332,CCC(C)NC(=O)C1=CC2=C(S1)C3=CC=CC=C3N(C2=O)CC,ug/mL,0.0023
15333,CC1=CC(=CC=C1)C(=O)N2CCN(CC2)C3=NN=C(C=C3)N4CCOCC4,ug/mL,0.0531
15334,CCN1C2=CC=CC=C2C3=C(C1=O)C=C(S3)C(=O)NCCN(C)C,ug/mL,0.0515
15335,CCC(C)NC(=O)C1=CC2=C(C=C1)C(=C3CCCC3=N2)Cl,ug/mL,0.0099
15336,COC(CNC(=O)CN1C(=O)C2=CC=CC=C2C(=N1)CC3=CC=NC=C3)OC,ug/mL,0.0421
15337,CCNC(=O)CC1C(=O)N(C(=O)N1CCOC)C2=CC=CC=C2,ug/mL,0.0479
15338,CNC1=NC2=C(N=NN2C3=CC=CC=C31)C4=CC=C(C=C4)Cl,ug/mL,0.0001
15339,CSC1=CC=CC(=C1)NC(=O)C2=C3C=CC=CN3N=C2,ug/mL,0.0027
15340,CC1CCN(CC1)C(=O)C2=CC3=C(O2)C4=CC=CC=C4N=C3C,ug/mL,0.0463
15341,CC1=CC2=C(C=C1)NC(=O)C3=C2SC(=C3)C(=O)NCCC(C)C,ug/mL,0.0004
15342,CCC1=CC=C(C=C1)NC(=O)C2=CC(=NO2)C,ug/mL,0.0143
15343,CC1=NOC(=C1Cl)C(=O)N(C)C2=CC=CC=C2,ug/mL,0.0338
15344,CCN1C2=C(C=C1C(=O)NC3CCC(CC3)C)SC=C2,ug/mL,0.0007
15345,CC(C1=CC=CC=C1)NC(=O)C(CC2=CC=CC=C2)N3C=CC=C3,ug/mL,0.0116
15346,CC(CNC1=NC2=CC=CC=C2N3C1=NN=C3)C4=CC=CC=C4,ug/mL,0.0048
15347,COC1=CC=CC(=C1)CNC(=O)C(CC2=CC=CC=C2)N3C=CC=C3,ug/mL,0.0297
15348,C1=CC=C(C=C1)CN2C(=O)C3=C(N=CC=C3)N(C2=O)CC(=O)N,ug/mL,0.0338
15349,CC(C)(C)N1C2=C(C=N1)C(=O)N(C=N2)CC3=CC=C(C=C3)Cl,ug/mL,0.0006
15350,CCC(C(=O)O)N1C2=CC=CC=C2C3=C1C(=O)NN=C3,ug/mL,0.0216
15351,COC1=C(C=C(C=C1)CNC(=O)CC2=CC=CS2)OC,ug/mL,0.0426
15352,CC1=CC(=C(C=C1)C)NC(=O)CN2C(=O)CCC(=N2)C3=CC=C(C=C3)OC,ug/mL,0.0088
15353,CC(C(=O)O)N1C2=CC=CC=C2C3=C1C(=O)N(N=C3)C,ug/mL,0.0407
15354,CCC1=CC=CC=C1NC(=O)C2=CC3=C(C=C2)SN=N3,ug/mL,0.0044
15355,C1CCN(C1)C(=O)C2=CC3=C(S2)C4=CC=CC=C4S(=O)(=O)C3,ug/mL,0.0476
15356,CC(C)C1=CC=C(C=C1)NC(=O)C2=CC3=C(C=C2)SN=N3,ug/mL,0.0003
15357,CC1CCC(CC1)NC(=O)C2=CC3=C(C=C2)SN=N3,ug/mL,0.0031
15358,C1=CC(=CC=C1CN2C3=C(C(=NC=N3)SCC(=O)N)N=N2)F,ug/mL,0.0162
15359,CC1CCCN(C1)C2=NN3C(=NC4=CC=CC=C4C3=O)C=C2,ug/mL,0.0256
15360,COC(=O)C1CN(C2=CC=CC=C2O1)C(=O)COC3=CC=CC=C3,ug/mL,0.0487
15361,CN1C=C(C=C1C(=O)OC)S(=O)(=O)N(C)C2CCCCC2,ug/mL,0.045
15362,CCOC(=O)C1=CC(=CN1C)S(=O)(=O)N2CCCC2,ug/mL,0.0224
15363,CC1CCCC(N1NC(=O)NC2=C(C=CC=C2C)C)C,ug/mL,0.0265
15364,CCOC1=CC=C(C=C1)NC(=O)NN2C(CCCC2C)C,ug/mL,0.0349
15365,C1=CC=C2C(=C1)C3=C(O2)C=C(C=C3)NC(=O)COCC(=O)O,ug/mL,0.0449
15366,C1CCN(C1)C(=O)CSC2=NN=C(C=C2)C3=CC=CO3,ug/mL,0.0377
15367,COC1=CC=CC(=C1)C2=NOC(=C2)C(=O)NCC3CCCO3,ug/mL,0.0453
15368,CSC1=NN=C(C=C1)C2=CC=CO2,ug/mL,0.0181
15369,C1CCN(CC1)C(=O)CSC2=NN=C(C=C2)C3=CC=NC=C3,ug/mL,0.0407
15370,CC1=C2C(=NC3=C(C=CC(=C3)C(=O)O)SC2=C(C=C1)C)C,ug/mL,0.0421
15371,CCOC(=O)CN1C(=O)CCC(=N1)C2=CC=C(C=C2)Cl,ug/mL,0.0414
15372,C1CC(=O)N(N=C1C2=CC=CC=C2)CC3=C(C=CC=C3Cl)F,ug/mL,0.0003
15373,C1CCC(C1)NC(=O)CCN2C(=O)CCC(=N2)C3=CC=CC=C3,ug/mL,0.047
15374,CC1=CC=C(C=C1)C(=O)CCC(=O)NC2=NCCS2,ug/mL,0.0108
15375,COC1=CC=C(C=C1)C(=O)CCC(=O)NC2=NCCS2,ug/mL,0.0146
15376,C1=CC=C(C=C1)C(=O)CCCC(=O)NC2=CC=C(C=C2)O,ug/mL,0.0425
15377,CC1=C(C(=NN1)C)S(=O)(=O)N2CCC3=CC=CC=C3C2,ug/mL,0.0326
15378,C1CCCC(CCC1)NC(=O)CC2CC3CCC2C3,ug/mL,0.0045
15379,CCNC1=C(C(=O)OC2=CC=CC=C21)NC(=O)C3=CC=CS3,ug/mL,0.0045
15380,COC1=CC=CC(=C1)NC2=NN=C(C3=CC=CC=C32)CC4=CN=CC=C4,ug/mL,0.048
15381,CC(C)NC(=O)CCC1=NC2=C(N1C3=CC=CC=C3)N=CC=C2,ug/mL,0.0433
15382,CN1C2=C(C(=CC(=N2)C(=O)OC)C3=CC(=CC=C3)OC)C(=O)NC1=O,ug/mL,0.0034
15383,CC1=CC(=C(C=C1)C)NC(=O)C2=NC(=NC=C2Cl)SC,ug/mL,0.0002
15384,C1COC2=CC=CC=C2N1C(=O)NCC3=CC=CC=C3,ug/mL,0.0313
15385,CCC1=CC=C(C=C1)NC(=O)C2=CN=C(N=C2C)SC,ug/mL,0.0174
15386,CN(C1CCCCC1)S(=O)(=O)C2=CNC(=C2)C(=O)OC,ug/mL,0.0451
15387,COC(=O)C1=CC(=CN1)S(=O)(=O)N2CCCCC2,ug/mL,0.0408
15388,CN1C=C(C2=CC=CC=C21)CCC(=O)NCCCC3=CC=CC=C3,ug/mL,0.0258
15389,CC1=CC2=C(C=C1S(=O)(=O)NCC3=CC=CC=C3)NC(=O)C(=O)N2,ug/mL,0.0518
15390,C1CCN(CC1)S(=O)(=O)C2=CC3=C(C=C2)NC4=C3CCCC4,ug/mL,0.0123
15391,CCN1C=C(C2=CC=CC=C21)CCC(=O)NC(C)C3=CC=CC=C3,ug/mL,0.0074
15392,CN1CCC[C@H]1C2=CN=CC=C2.C(C(C(=O)O)O)(C(=O)O)O,ug/mL,0.0694
15393,C1CCN(CC1)C(=O)C2=CC3=C(C=C2)N=CS3,ug/mL,0.0369
15394,CC1=CC=C(C=C1)C2=CSC(=N2)NC3C4=CC=CC=C4C(=O)O3,ug/mL,0.0004
15395,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CCC4[C@]3(C[C@H](C5[C@@]4(C[C@H]([C@@H]([C@@]5(C)CO)O)O)C)O)C)[C@@H]2[C@H]1C)C)C(=O)O,mg/L,0.001
15396,CC(=O)OCC(CC(=O)CCCCCCCCCCCC#C)O,mg/L,0.0141
15397,CC1=C[C@@H]2[C@](C[C@@H]1OC(=O)CC(C)C)([C@]3([C@@H]([C@H](C([C@]34CO4)O2)O)OC(=O)C)C)COC(=O)C,mg/L,0.0959
15398,C[C@]12CC[C@H]([C@@]([C@@H]1CC[C@@H]3[C@@]24CC[C@]([C@H](C3)C4)(COC(=O)CN)O)(C)CO)O,mg/mL,20.0
15399,CC[C@@H](C)[C@H]1[C@@H](CC(=O)OC(C(=O)C(C(=O)NC(C(=O)N2CCCC2C(=O)N(C(C(=O)OC(C(C(=O)N1)NC(=O)C(CC(C)C)N(C)C(=O)C3CCCN3C(=O)C(C)O)C)CC4=CC=C(C=C4)OC)C)CC(C)C)C)C(C)C)O,mg/mL,0.1
15400,CC[C@H](C)N,ml,0.01
15401,C1=CC=NC(=C1)/C=N/NC(=O)C2=CC=C(C=C2)Cl,ug/mL,0.0372
15402,C[C@]12CC[C@H](C1(C)C)CC2O,mg/L,0.0074
15403,C1=CC(=CC=C1NC2=NC(=NC(=N2)N(CCO)CCO)NC3=CC(=C(C=C3)/C=C/C4=C(C=C(C=C4)NC5=NC(=NC(=N5)NC6=CC=C(C=C6)S(=O)(=O)[O-])N(CCO)CCO)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],ml,0.0
15404,CC1=CC=C(C=C1)S(=O)(=O)/N=C(\C)/NC(=S)NC2=CC=CC=C2,ug/mL,0.0021
15405,CC[C@@H]1[C@H](/C=C(\C=C\C(=O)[C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O)N(C)C)O)CCN3C[C@@H](C[C@@H](C3)C)C)C)/C)CO[C@H]4[C@@H]([C@@H]([C@@H]([C@H](O4)C)O)OC)OC,mg/L,0.0015
15406,CC1=C(OC=N1)C(=O)NC2=NC=C(S2)[N+](=O)[O-],ug/mL,0.0381
15407,CC1=CC(=NO1)NC(=O)CSC2=CC=NC(=O)N2,ug/mL,0.0399
15408,CC1=CC(=NC(=O)N1)SCC(=O)C2=CC=CC=C2,ug/mL,0.0167
15409,CNC[C@@H](C1=CC(=C(C=C1)O)O)O.C(C(C(=O)O)O)(C(=O)O)O,ug/mL,0.05
15410,CN1CCC2=C3[C@@H]1CC4=C(C3=CC=C2)C(=C(C=C4)O)O.Cl,ug/mL,0.0125
15411,CCCC[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)C.[Br-],ug/mL,0.0661
15412,C[C@]12CC[C@H]3[C@H]([C@@H]1CC=C2)CC[C@@H]4[C@@]3(CCC(=O)C4)C,mg/L,0.0032
15413,CN1CCC2=C3[C@H]1CC4=C(C3=CC=C2)C(=C(C=C4)O)O.O.Cl,ug/mL,0.0218
15414,CC(C)(C)[C@@]1(CCN2C[C@H]3C4=CC=CC=C4CCC5=C3C(=CC=C5)[C@@H]2C1)O.Cl,ug/mL,0.0593
15415,CC[C@H](CO)NCCN[C@H](CC)CO.Cl,ug/mL,0.0416
15416,CC(C)C[C@H]1C(=O)N2CCCC2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@H]4CN(C5CC6=CNC7=CC=CC(=C67)C5=C4)C)O,ug/mL,0.0241
15417,CC(=O)O.C1=CC(=C(C(=C1)Cl)C=NN=C(N)N)Cl,ml,0.05
15418,CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4.Cl,ug/mL,0.051
15419,CC(C)NC[C@H](C1=CC(=C(C=C1)O)O)O.C(C(C(=O)O)O)(C(=O)O)O,ug/mL,0.0493
15420,CC1=CC=C(C=C1)S(=O)(=O)/N=C(\C2=CC=CC=C2)/NC3=C(C=CC=C3C)C,ug/mL,0.0073
15421,C(C(=O)COP(=O)(O)O)OC=O,mg/mL,14.0
15422,C([C@H](C(=O)[O-])[NH3+])O,mg/mL,364.0
15423,C([C@@H](C(=O)[O-])[NH3+])O,mg/mL,425.0
15424,C/C(=C/CC[C@@]1([C@H]2CC[C@H](C2)C1=C)C)/CO,mg/L,0.0042
15425,C[C@H]1C(=O)N([C@H]2CSC([C@@H](C(=O)N([C@H](C(=O)OC[C@H](C(=O)N1)NC(=O)C3=NC4=CC=CC=C4N=C3)C(C)C)C)N(C(=O)[C@@H](NC(=O)[C@@H](COC(=O)[C@@H](N(C2=O)C)C(C)C)NC(=O)C5=NC6=CC=CC=C6N=C5)C)C)SC)C,mg/mL,0.4
15426,C=CCCCCCCCCCCCC1=CC=CO1,mg/L,0.0
15427,C#CCCCCCCCCCCCC1=CC=CO1,mg/L,0.0
15428,CC1=CC=C(S1)/C=N/N2C(=NNC2=S)C3=CC=NC=C3,ug/mL,0.0023
15429,C1=CC=C(C(=C1)/C=N/N2C(=NNC2=S)C3=CN=CC=C3)F,ug/mL,0.0035
15430,CC1=CC=C(O1)/C=N/N2C(=NNC2=S)C3=CN=CC=C3,ug/mL,0.0286
15431,C1=CC=C(C=C1)/C=N/N2C(=NNC2=S)C3=CN=CC=C3,ug/mL,0.0122
15432,CSC1=CC=C(C=C1)/C=N/N2C(=NNC2=S)C3CCCCC3,ug/mL,0.0002
15433,C1CCC(CC1)C2=NNC(=S)N2/N=C/C3=CC(=CC=C3)F,ug/mL,0.0012
15434,CC1=CC=C(C=C1)/C=N/N2C(=NNC2=S)C3=CC=CO3,ug/mL,0.0032
15435,C1CCC(CC1)C2=NNC(=S)N2/N=C/C3=CC=CC=C3F,ug/mL,0.0019
15436,COC1=CC=C(C=C1)/C=N/N2C(=NNC2=S)C3=CC=CC=C3,ug/mL,0.0017
15437,CC1=CC(=C(C(=C1)[N+](=O)[O-])C)C2=CC=C(O2)/C=N/N3C=NN=C3,ug/mL,0.0014
15438,C1=CC(=CC(=C1)[N+](=O)[O-])/C=N/N2C=NN=C2,ug/mL,0.0326
15439,C1=CC(=C(C=C1C2=CC=C(O2)/C=N/N3C=NN=C3)[N+](=O)[O-])Cl,ug/mL,0.0012
15440,C1CCC2=C(C1)C3=C(S2)N=CN(C3=O)/N=C/C4=CC=NC=C4,ug/mL,0.0022
15441,CC1=CC=C(C=C1)C2=CC=C(O2)/C=N/N3C=NN=C3,ug/mL,0.0177
15442,CC1=CC=C(C=C1)/C=N/N2C(=NNC2=S)C3=CC=CC=C3,ug/mL,0.0012
15443,COC1=C(C2=CC=CC=C2C=C1)/C=N/N3C=NN=C3,ug/mL,0.024
